Fecha,Lugar,Hechos,Latitud,Longitud
11/24/19 1:15,"Cuerámaro, Guanajuato, México","El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
IVONNE ORTIZ04/12/201914:15 hrs
Juan de Dios no acudió a la audiencia. Los familiares temen que el autor de la muerte de las cuatro adolescentes se haya fugado a Estados Unidos

El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
Juan de Dios no se presentó a la audiencia y podría haber escapado a Estados Unidos.

La comunidad de Cuerámaro está indignada, el caso de las 4 chicas arrolladas por un menor de edad en estado de ebriedad es un capítulo inconcluso. Juan de Dios no se presentó a la audiencia por el delito de homicidio doloso simple, la cita se programó para el día de ayer, por la mañana.

Sus representantes legales acudieron al Juzgado del Sistema Acusatorio y Oral Especializado en Justicia para Adolescentes, en Irapuato. Pero la ausencia del presunto culpable causó que la cancelación de la audiencia, al ser suspendida por tiempo indefinido.  

Juan de Dios es acusado por homicidio doloso, quiere decir que el menor de edad aumentó la velocidad de su camioneta con la intención de arrastrar a las chicas, y terminar con su vida. La Fiscalía General del Estado presentó las pruebas que sustentan esta acusación.

Un testigo señaló para periódico Correo que el menor convivió con las adolescentes minutos antes de su muerte. Se dice que Juan de Dios les lanzó piropos varias veces, pero ellas lo ignoraron, rechazándolo.  

El accidente ocurrió el domingo 24 de noviembre. Esa noche, 4 chicas transitaban en una motocicleta por el bulevar deportiva, en Cuerámaro. De pronto, se aproximó una camioneta Explorer a toda velocidad, el conductor pisó el acelerador con la intención de atropellar a Michel, Rosa Isela, Zicry Inahí y María Teresa. Todas ellas entre los 14 y 16 años. Tres de ellas fallecieron al instante, por el fuerte impacto, una más falleció horas después.


Los cuerpos de las jóvenes quedaron tendidos sobre el suelo, se dice que el cabello de una de las chicas quedó pegado al pavimento 

La rabia de los familiares y amigos de las víctimas se expresó a través del incendio al domicilio particular de uno de los familiares del menor. El pasado miércoles aproximadamente 500 personas solicitaron que no quedará impune el caso, esto sucedió después de dar sepultura a los cuerpos. 

Después de los hechos, la gente caminó hacia la vivienda de la presidenta municipal Ana Bueno, para tomar protesta. Ahí se hicieron destrozos al inmueble y mobiliario, como forma de manifestación.",20.615256,-101.684707
11/24/19 1:15,"Cuerámaro, Guanajuato, México","El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
IVONNE ORTIZ04/12/201914:15 hrs
Juan de Dios no acudió a la audiencia. Los familiares temen que el autor de la muerte de las cuatro adolescentes se haya fugado a Estados Unidos

El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
Juan de Dios no se presentó a la audiencia y podría haber escapado a Estados Unidos.

La comunidad de Cuerámaro está indignada, el caso de las 4 chicas arrolladas por un menor de edad en estado de ebriedad es un capítulo inconcluso. Juan de Dios no se presentó a la audiencia por el delito de homicidio doloso simple, la cita se programó para el día de ayer, por la mañana.

Sus representantes legales acudieron al Juzgado del Sistema Acusatorio y Oral Especializado en Justicia para Adolescentes, en Irapuato. Pero la ausencia del presunto culpable causó que la cancelación de la audiencia, al ser suspendida por tiempo indefinido.  

Juan de Dios es acusado por homicidio doloso, quiere decir que el menor de edad aumentó la velocidad de su camioneta con la intención de arrastrar a las chicas, y terminar con su vida. La Fiscalía General del Estado presentó las pruebas que sustentan esta acusación.

Un testigo señaló para periódico Correo que el menor convivió con las adolescentes minutos antes de su muerte. Se dice que Juan de Dios les lanzó piropos varias veces, pero ellas lo ignoraron, rechazándolo.  

El accidente ocurrió el domingo 24 de noviembre. Esa noche, 4 chicas transitaban en una motocicleta por el bulevar deportiva, en Cuerámaro. De pronto, se aproximó una camioneta Explorer a toda velocidad, el conductor pisó el acelerador con la intención de atropellar a Michel, Rosa Isela, Zicry Inahí y María Teresa. Todas ellas entre los 14 y 16 años. Tres de ellas fallecieron al instante, por el fuerte impacto, una más falleció horas después.


Los cuerpos de las jóvenes quedaron tendidos sobre el suelo, se dice que el cabello de una de las chicas quedó pegado al pavimento 

La rabia de los familiares y amigos de las víctimas se expresó a través del incendio al domicilio particular de uno de los familiares del menor. El pasado miércoles aproximadamente 500 personas solicitaron que no quedará impune el caso, esto sucedió después de dar sepultura a los cuerpos. 

Después de los hechos, la gente caminó hacia la vivienda de la presidenta municipal Ana Bueno, para tomar protesta. Ahí se hicieron destrozos al inmueble y mobiliario, como forma de manifestación.",20.615236,-101.684605
11/24/19 1:15,"Cuerámaro, Guanajuato, México","El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
IVONNE ORTIZ04/12/201914:15 hrs
Juan de Dios no acudió a la audiencia. Los familiares temen que el autor de la muerte de las cuatro adolescentes se haya fugado a Estados Unidos

El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
Juan de Dios no se presentó a la audiencia y podría haber escapado a Estados Unidos.

La comunidad de Cuerámaro está indignada, el caso de las 4 chicas arrolladas por un menor de edad en estado de ebriedad es un capítulo inconcluso. Juan de Dios no se presentó a la audiencia por el delito de homicidio doloso simple, la cita se programó para el día de ayer, por la mañana.

Sus representantes legales acudieron al Juzgado del Sistema Acusatorio y Oral Especializado en Justicia para Adolescentes, en Irapuato. Pero la ausencia del presunto culpable causó que la cancelación de la audiencia, al ser suspendida por tiempo indefinido.  

Juan de Dios es acusado por homicidio doloso, quiere decir que el menor de edad aumentó la velocidad de su camioneta con la intención de arrastrar a las chicas, y terminar con su vida. La Fiscalía General del Estado presentó las pruebas que sustentan esta acusación.

Un testigo señaló para periódico Correo que el menor convivió con las adolescentes minutos antes de su muerte. Se dice que Juan de Dios les lanzó piropos varias veces, pero ellas lo ignoraron, rechazándolo.  

El accidente ocurrió el domingo 24 de noviembre. Esa noche, 4 chicas transitaban en una motocicleta por el bulevar deportiva, en Cuerámaro. De pronto, se aproximó una camioneta Explorer a toda velocidad, el conductor pisó el acelerador con la intención de atropellar a Michel, Rosa Isela, Zicry Inahí y María Teresa. Todas ellas entre los 14 y 16 años. Tres de ellas fallecieron al instante, por el fuerte impacto, una más falleció horas después.


Los cuerpos de las jóvenes quedaron tendidos sobre el suelo, se dice que el cabello de una de las chicas quedó pegado al pavimento 

La rabia de los familiares y amigos de las víctimas se expresó a través del incendio al domicilio particular de uno de los familiares del menor. El pasado miércoles aproximadamente 500 personas solicitaron que no quedará impune el caso, esto sucedió después de dar sepultura a los cuerpos. 

Después de los hechos, la gente caminó hacia la vivienda de la presidenta municipal Ana Bueno, para tomar protesta. Ahí se hicieron destrozos al inmueble y mobiliario, como forma de manifestación.",20.615161,-101.684541
11/24/19 1:15,"Cuerámaro, Guanajuato, México","El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
IVONNE ORTIZ04/12/201914:15 hrs
Juan de Dios no acudió a la audiencia. Los familiares temen que el autor de la muerte de las cuatro adolescentes se haya fugado a Estados Unidos

El menor que arrolló a 4 adolescentes en Cuerámaro está prófugo de la justicia
Juan de Dios no se presentó a la audiencia y podría haber escapado a Estados Unidos.

La comunidad de Cuerámaro está indignada, el caso de las 4 chicas arrolladas por un menor de edad en estado de ebriedad es un capítulo inconcluso. Juan de Dios no se presentó a la audiencia por el delito de homicidio doloso simple, la cita se programó para el día de ayer, por la mañana.

Sus representantes legales acudieron al Juzgado del Sistema Acusatorio y Oral Especializado en Justicia para Adolescentes, en Irapuato. Pero la ausencia del presunto culpable causó que la cancelación de la audiencia, al ser suspendida por tiempo indefinido.  

Juan de Dios es acusado por homicidio doloso, quiere decir que el menor de edad aumentó la velocidad de su camioneta con la intención de arrastrar a las chicas, y terminar con su vida. La Fiscalía General del Estado presentó las pruebas que sustentan esta acusación.

Un testigo señaló para periódico Correo que el menor convivió con las adolescentes minutos antes de su muerte. Se dice que Juan de Dios les lanzó piropos varias veces, pero ellas lo ignoraron, rechazándolo.  

El accidente ocurrió el domingo 24 de noviembre. Esa noche, 4 chicas transitaban en una motocicleta por el bulevar deportiva, en Cuerámaro. De pronto, se aproximó una camioneta Explorer a toda velocidad, el conductor pisó el acelerador con la intención de atropellar a Michel, Rosa Isela, Zicry Inahí y María Teresa. Todas ellas entre los 14 y 16 años. Tres de ellas fallecieron al instante, por el fuerte impacto, una más falleció horas después.


Los cuerpos de las jóvenes quedaron tendidos sobre el suelo, se dice que el cabello de una de las chicas quedó pegado al pavimento 

La rabia de los familiares y amigos de las víctimas se expresó a través del incendio al domicilio particular de uno de los familiares del menor. El pasado miércoles aproximadamente 500 personas solicitaron que no quedará impune el caso, esto sucedió después de dar sepultura a los cuerpos. 

Después de los hechos, la gente caminó hacia la vivienda de la presidenta municipal Ana Bueno, para tomar protesta. Ahí se hicieron destrozos al inmueble y mobiliario, como forma de manifestación.",20.61513,-101.684852
11/27/19 1:10,"Apaseo el Grande, Guanajuato, México","Registra Apaseo el Grande noche sangrienta, asesinan a cinco personas
En las comunidades de Tenango y Los Julianes reportaron una serie de disparos, además dos personas más llegaron al hospital heridas y que posteriormente fallecieron por las lesiones de arma de fuego

Periodico CorreoPublicado Hace 3 meses En 27 noviembre, 2019Por Edición

En las comunidades de Tenango y Los Julianes reportaron una serie de disparos, además dos personas más llegaron al hospital heridas y que posteriormente fallecieron por las lesiones de arma de fuego

Redacción

Apaseo el Grande.-  Después de una intensa balacera que se registrará la noche de este martes   en diversas comunidades de Apaseo el Grande; dejo como saldo cinco personas muertas entre ellas una mujer.

Alrededor de las 21:00 horas de este martes se alertó al personal ministerial sobre una fuerte balacera en el municipio por lo que hicieron intervención en la comunidad de Tenango, en la comunidad de Los Julianes, y en dos lugares de esta ciudad, en donde se reportaron personas sin vida por impactos de arma de fuego.

El primer fallecido fue localizado al interior de un domicilio en la comunidad de Tenango el Nuevo, el cual fue identificado como  Darío ‚ÄòN‚Äô, mismo que presentaba lesiones producidas por proyectiles de arma de fuego.

El segundo cadáver que se encuentra en calidad de desconocido quedó abatido sobre la cera asfáltica cerca del panteón Municipal en el Barrio del Cerrito.

Mientras que en el hospital comunitario se registró el ingreso de dos víctimas que presentaban lesiones por arma de fuego pero fallecieron mientras recibían atención médica. Ambos hombres respondían al nombre de Gustavo uno de ellos tenía 31 años de edad mientras que segundo tenía entre 25 y 30 años.

En lo que compete a la quinta víctima se trataba de una mujer la cual fue ultimada a balazos en la comunidad de Los Julianes, la cual fue  identificada como Claudia ‚ÄòN‚Äô.  Está quedó sin vida  en el interior de un inmueble.

Las investigaciones por parte de los Agentes de Investigación Criminal (AIC) siguen en curso ante estos hechos.

De acuerdo a la información brindada por este dependencia se dio a conocer que no se descarta ninguna línea de investigación y se trabaja para obtener resultados con prontitud, los cuales se darán a conocer a la opinión pública, en la medida que no alteren el rumbo o seguimiento de la indagatoria.",20.537176,-100.655775
11/27/19 1:03,"León, Guanajuato, 37000, México","SEGURIDADAsesinan a mujer de un tiro en la cabeza
La víctima se encontraba en el exterior de su domicilio cuando presuntamente llegaron dos hombres a bordo de una motocicleta y uno de ellos le disparó en al menos dos ocasiones

Periodico CorreoPublicado Hace 3 meses En 27 noviembre, 2019Por Edición

La víctima se encontraba en el exterior de su domicilio cuando presuntamente llegaron dos hombres a bordo de una motocicleta y uno de ellos le disparó en al menos dos ocasiones

Redacción

León.- Una mujer fue asesinada de un balazo en la cabeza en la Colonia Ladrilleras del Refugio.

Los hechos se registraron a la 6:25 de la tarde en la calle Andador de la Teja cruce con calle del Horno en la colonia mencionada.

La víctima se encontraba en el exterior de su domicilio cuando presuntamente llegaron dos hombres a bordo de una motocicleta y uno de ellos de inmediato bajo y sin mediar palabra la disparó al menos en dos ocasiones.

De inmediato el agresor y su cómplice huyeron del lugar.

Asimismo testigos informaron pidieron ayuda al Sistema Único de Emergencia 911.

Al lugar acudieron paramédicos y Policías Municipales.

Sin embargo, la víctima identificada como Gloria Monreal Hernández de 29 años de edad, ya no presentaba signos vitales.

El área fue delimitada por agentes preventivos, para retirar a los familiares que buscaban estar cerca de la mujer.

Más tarde personal de la Agencia de Investigación Criminal comenzó la investigación en la zona del homicidio.",21.085364,-101.554437
11/30/19 0:56,"Salamanca, Guanajuato, México","Amanece mujer ‚Äôembolsada‚Äô en la Tinaja
Vecinos de dicha comunidad dieron aviso al Sistema de Emergencias 911, del hallazgo de esta persona, en la mañana de este sábado

Periodico CorreoPublicado Hace 3 meses En 30 noviembre, 2019Por Edición

Vecinos de dicha comunidad dieron aviso al Sistema de Emergencias 911, del hallazgo de esta persona, en la mañana de este sábado

Redacción

Salamanca.- Una mujer fue ejecutada a balazos este sábado por la mañana en la comunidad de la Tinaja, el cuerpo estaba dentro de dos bolsas negras de plástico.

Minutos antes de las 8 de la mañana los vecinos de dicha comunidad dieron aviso al Sistema de Emergencias 911, del hallazgo de esta persona.

Por ello, elementos de SEDENA se trasladaron sobre la carretera Salamanca a Valle de Santiago hasta dicha comunidad, y a su llegada, encontraron el cuerpo de esta persona y de inmediato delimitaron la zona.

Además de solicitar el apoyo con paramédicos de cruz roja quienes al arribar a la zona indicaron que se trataba el cuerpo de una mujer y a simple vista presentaba lesiones de arma de fuego.

Más tarde arribaron elementos de la Policía ministerial quienes procesaron la escena y tras las investigaciones correspondientes por parte de los Peritos de la Subprocuraduría, el cuerpo de la mujer fue llevado al Servicio Médico Forense (Semefo) donde le realizaron la necropsia de ley.

Aún se esperan los resultados de ésta para determinar la causa de muerte de la víctima, así como establecer su identidad.",20.491663,-101.211981
11/29/19 0:49,"Celaya, Guanajuato, 38000, México","Noche sangrienta deja cinco muertos en menos de una hora
Las víctimas se dieron en los municipios de Salvatierra, Tarimoro y Celaya en donde dos parejas fueron ejecutadas, al igual que un  hombre en pleno jardín principal de una comunidad

Periodico CorreoPublicado Hace 3 meses En 29 noviembre, 2019Por Edición

Las víctimas se dieron en los municipios de Salvatierra, Tarimoro y Celaya en donde dos parejas fueron ejecutadas, al igual que un  hombre en pleno jardín principal de una comunidad

Redacción

Celaya.- En menos de una hora en Salvatierra, Tarimoro y Celaya se registraron tres homicidios y el hallazgo de dos cadáveres.

Alrededor de las 9 de la noche en San Nicolás de los Agustinos municipio de Salvatierra un hombre fue asesinado en  pleno jardín principal de esta comunidad.

Se desconoce la mecánica exacta de los hechos pero se sabe que el joven de poco más de 20 años de edad se encontraba  parado junto a una conocida papelería de esta población en la calle Morelos cuando sus agresores le dispararon a corta distancia trascendió que el hombre se llamaba Jesús habitante de la propia comunidad.

Posteriormente poco antes de las 10 de la noche una mujer y un hombre fueron asesinados en una de las calles principales se habla que podría tratarse de una mujer y su hijo. Sin embargo, sus identidades no fueron dadas a conocer.

Casi al mismo tiempo en Celaya, a pocos metros de San Luis Rey por el camino que conduce a San Martin de Camargo y, a pocos metros de las vías del tren  se encontró un vehículo con impactos de bala donde supuestamente había dos personas asesinadas al interior, se habla que podría tratarse de un hombre y una mujer.",20.568997,-100.786011
11/29/19 0:49,"Tarimoro, Guanajuato","Noche sangrienta deja cinco muertos en menos de una hora
Las víctimas se dieron en los municipios de Salvatierra, Tarimoro y Celaya en donde dos parejas fueron ejecutadas, al igual que un  hombre en pleno jardín principal de una comunidad

Periodico CorreoPublicado Hace 3 meses En 29 noviembre, 2019Por Edición

Las víctimas se dieron en los municipios de Salvatierra, Tarimoro y Celaya en donde dos parejas fueron ejecutadas, al igual que un  hombre en pleno jardín principal de una comunidad

Redacción

Celaya.- En menos de una hora en Salvatierra, Tarimoro y Celaya se registraron tres homicidios y el hallazgo de dos cadáveres.

Alrededor de las 9 de la noche en San Nicolás de los Agustinos municipio de Salvatierra un hombre fue asesinado en  pleno jardín principal de esta comunidad.

Se desconoce la mecánica exacta de los hechos pero se sabe que el joven de poco más de 20 años de edad se encontraba  parado junto a una conocida papelería de esta población en la calle Morelos cuando sus agresores le dispararon a corta distancia trascendió que el hombre se llamaba Jesús habitante de la propia comunidad.

Posteriormente poco antes de las 10 de la noche una mujer y un hombre fueron asesinados en una de las calles principales se habla que podría tratarse de una mujer y su hijo. Sin embargo, sus identidades no fueron dadas a conocer.

Casi al mismo tiempo en Celaya, a pocos metros de San Luis Rey por el camino que conduce a San Martin de Camargo y, a pocos metros de las vías del tren  se encontró un vehículo con impactos de bala donde supuestamente había dos personas asesinadas al interior, se habla que podría tratarse de un hombre y una mujer.",20.287577,-100.754449
11/30/19 0:45,"Irapuato, Guanajuato, 36500, México","Mujer es ultimada a balazos en plena calle
Las autoridades acudieron el llamado de los vecinos para ver el cuerpo sin vida de esta joven de 25 años de edad en la banqueta

Periodico CorreoPublicado Hace 3 meses En 30 noviembre, 2019Por Edición

Las autoridades acudieron el llamado de los vecinos para ver el cuerpo sin vida de esta joven de 25 años de edad en la banqueta

Redacción

Irapuato.-Una mujer de aproximadamente 25 años de edad fue ultimada a balazos. El homicidio se registró la tarde de este sábado en la Colonia 12 de diciembre.

Y se propició aproximadamente a las 17:00 horas, vecinos de las calles Indios Verdes y Legaria (en la Colonia 12 de diciembre) reportaron al sistema de urgencias 911 que escucharon detonaciones por armas de fuego.

Cuando llegaron al lugar,  los policías municipales encontraron a esta mujer con varias heridas provocadas por esos balazos, por lo que procedieron a pedir apoyo a paramédicos de cuerpos de auxilio.

Los socorristas le dieron las primeras atenciones pero falleció a los pocos minutos. Su cuerpo quedó a un costado de la banqueta.

Efectivos locales acordonaron la zona, para que tanto los peritos como los agentes de la Fiscalía General de Justicia del Estado (FGE) realicen las investigaciones con la finalidad de aclarar todo y ubicar al responsable o a los responsables.",20.656675,-101.360658
